,Product name,Rating,Summary,Review,sentiment_score,sentiment
1875,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Everything awesomeREAD MORE,0.0,Neutral
1876,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Awesome phone I love itREAD MORE,0.8519,Positive
1879,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Best ever iphone in this price range.READ MORE,0.6369,Positive
1880,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Awesome camera📷📷READ MORE,0.6249,Positive
1881,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Nice PhoneREAD MORE,0.4215,Positive
1882,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,What a phone no need to say somethingREAD MORE,-0.296,Negative
1883,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Very good product 👍👍👌😀READ MORE,0.4927,Positive
1885,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,Super 👌READ MORE,0.5994,Positive
1886,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Very Good,According to features price is so highREAD MORE,0.0,Neutral
1887,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Awesome camera and performance ❤️READ MORE,0.6249,Positive
1890,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Worst experience ever!,"Charging is getting drained quickly, poor performance.READ MORE",-0.6808,Negative
1891,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Value-for-money,Good phoneREAD MORE,0.4404,Positive
1892,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Good quality product,Best phoneREAD MORE,0.6369,Positive
1893,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,"Superb performance, display, camera and battery but Flipkart is fooling people on the name of BBD.READ MORE",-0.25,Negative
1894,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Best smartphoneSuperb lookBest camera Best designREAD MORE,0.8555,Positive
1897,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,No wordsREAD MORE,-0.296,Negative
1899,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Good sexy lookREAD MORE,0.743,Positive
1901,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Good productREAD MORE,0.4404,Positive
1902,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,I received this phone perfectly good packaging. Good camera and good performance.READ MORE,0.9169,Positive
1903,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Got original product in BBD thank youREAD MORE,0.5859,Positive
1904,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Good productREAD MORE,0.4404,Positive
1906,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Wonderful phoneREAD MORE,0.5719,Positive
1907,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Fair,Per day I am charging 3 times battery drain so fastREAD MORE,0.0,Neutral
1908,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Nice phoneREAD MORE,0.4215,Positive
1909,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Best PhoneREAD MORE,0.6369,Positive
1910,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Very goodREAD MORE,0.0,Neutral
1912,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,First iPhone in my life . Switching from Android phone to iphone 14 .using this phone for the last week is just experiencing awesome.READ MORE,0.0,Neutral
1914,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,everyone know about iphone no need to write any reviewREAD MORE,-0.296,Negative
1915,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Good productsREAD MORE,0.4404,Positive
1917,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Very good product 👌 👍READ MORE,0.4927,Positive
1918,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Good productREAD MORE,0.4404,Positive
1919,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Camera- fabulous Battery- ok Design-suberrrbDesign-coolPerformance- too goodREAD MORE,0.6808,Positive
1920,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Overall experience is good but Iphone should work on battery backup.READ MORE,0.2382,Positive
1921,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,"Purchased it in BBD, Its GoodREAD MORE",0.0,Neutral
1922,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,"Just Awesome performance, Loved itREAD MORE",0.8402,Positive
1923,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,This is best..READ MORE,0.0,Neutral
1924,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Awesome product ...READ MORE,0.6249,Positive
1928,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Value for moneyREAD MORE,0.34,Positive
1929,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Cameras quality is very good ✌️Display best quality 👌Battery to good full day ☺️Best in sigament😌Design bestREAD MORE,0.9461,Positive
1930,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Over all Awesome product.Camera are great alsoREAD MORE,0.8481,Positive
1931,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Nice productREAD MORE,0.4215,Positive
1932,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Bhery good poroductREAD MORE,0.4404,Positive
1933,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Apple is Apple ... No comparison ... worth every penny ...READ MORE,-0.0772,Neutral
1936,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Good and excellent conditionREAD MORE,0.765,Positive
1937,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Very good performance....Easy to carrySize is okREAD MORE,0.4927,Positive
1938,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Awesome I like itREAD MORE,0.765,Positive
1939,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Nice productREAD MORE,0.4215,Positive
1940,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Must buy!,Good choiceREAD MORE,0.4404,Positive
1941,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Super 😍😍😍Like thisREAD MORE,0.7506,Positive
1944,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,This is a totally monster in performance and daily usage the cons are 1. Selfie camera need to be more better 2. Ios 16 has battery drain issue hope they will fix it in next ios update(17).. conclusion if you want to upgrade to this iphone you should.READ MORE,0.7501,Positive
1945,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Good mobile phone serviceREAD MORE,0.4404,Positive
1946,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Nice phone awesome performanceREAD MORE,0.7845,Positive
1949,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,No one can beat I phoneREAD MORE,-0.296,Negative
1950,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Loved the phone and the camera great deal in big billion saleREAD MORE,0.8402,Positive
1951,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Worth the money,Iphone is always an iphone so not required any feedback and reviewsREAD MORE,0.0,Neutral
1953,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Best productREAD MORE,0.6369,Positive
1955,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,I like it 😌READ MORE,0.3612,Positive
1956,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Best Smart Phone Under This Price Range Compare To Other Phones In 2023 If You See Overall  Build Quality Performance And Camera With Fabulous Autofocus And Video Action Mode Are Awesome.50% Extra Ram Compare with Iphone 13 And Other More Features Best Time to upgrade  To Iphone 14. I'm So Happy  See most amazing camera quality photos....READ MORE,0.9825,Positive
1957,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Terrible product,FOR COLLECTION OF OLD HANDSET THE PERSONS ONCE VISIT AND ASKED THAT WE HAVE NOT MUCH TIMES AGAIN WILL VISIT NEXT DAY BUT TILL NOT VISITED WE HAVE NOT ANY OPTION TO CONTACT. THE NO WHICH WE HAVE NOT CONNECTED.READ MORE,-0.4215,Negative
1959,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Very Good,Best camera in the phoneREAD MORE,0.6369,Positive
1960,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Nice productREAD MORE,0.4215,Positive
1961,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Very nice phoneREAD MORE,0.4754,Positive
1962,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Hated it!,So many issues are there in the iphone 14 which i had bought in bog billion sale it was the worst iPhone i have got(display issue locking issue scanner issue toll nownever expected this from FlipkartREAD MORE,-0.6249,Negative
1963,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Awesome phoneREAD MORE,0.6249,Positive
1965,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Go for it!!READ MORE,0.0,Neutral
1966,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Iam so happy with this iPhoneREAD MORE,0.6115,Positive
1967,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,too goodREAD MORE,0.0,Neutral
1968,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Best productREAD MORE,0.6369,Positive
1969,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Everything is top notch 📸READ MORE,0.2023,Positive
1970,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Camera performance is really good 👍READ MORE,0.4927,Positive
1971,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Pretty good,Good phone but battery is not up to mark like Android.READ MORE,0.6369,Positive
1972,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Excellent 👍 uREAD MORE,0.5719,Positive
1973,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,No word...bcz Apple brand is on Top.READ MORE,-0.296,Negative
1974,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Waste of money!,Worst product supplyREAD MORE,-0.6249,Negative
1975,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,I have every good experienceREAD MORE,0.4404,Positive
1976,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Great product...READ MORE,0.6249,Positive
1977,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Good 💯💯💯💯💯💯READ MORE,0.4404,Positive
1978,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Its nice to capture photos and high battery performanceREAD MORE,0.4215,Positive
1979,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Great 🤩READ MORE,0.6249,Positive
1981,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Superb phone in this price rangeREAD MORE,0.6249,Positive
1982,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Best Phone Under this prize grate camera grate performance nice design unbeatable phone any other phones mostly recommend buy this💥💰✨READ MORE,0.9242,Positive
1983,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Just okay,Battery is not goodREAD MORE,0.0,Neutral
1985,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Amazing phoneREAD MORE,0.5859,Positive
1986,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,"Phone is awesome in every way be it display, camera, performance, software support, build quality and battery backup, a true flagship in every way, any android user switching to iPhone will also find it easy to migrate.READ MORE",0.9169,Positive
1987,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,Good phone. No complaints. build quality is not as good as iPhone 12 but no complaints.Feels premium in hand.However at this price point it should have atleast a 90Hz display.READ MORE,-0.3291,Negative
1988,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Nice product,Outstanding performance and wonder camera 😍READ MORE,0.6124,Positive
1989,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Getting in cheaper price thx FlipkartREAD MORE,0.3612,Positive
1990,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,Nice product 😄READ MORE,0.4215,Positive
1991,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,So cool 👍😎READ MORE,0.3804,Positive
1992,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Good oneREAD MORE,0.4404,Positive
1993,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Asom look just lovelyREAD MORE,0.0,Neutral
1994,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Nice product...READ MORE,0.4215,Positive
1996,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Good productsREAD MORE,0.4404,Positive
1997,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Best iphone 14 inREAD MORE,0.6369,Positive
1998,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Wonderful,Wow 😍😍😍READ MORE,0.5859,Positive
2000,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Best value 💯READ MORE,0.765,Positive
2001,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Thanku flipkartREAD MORE,0.0,Neutral
2002,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Classy product,Amazing phone i loved it❤️ now I understand why iphone is more expensive than androidREAD MORE,0.8271,Positive
2003,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,"Great but not extra thing to spend lot of money on it, performance is opDisplay goodCamera opBut this type of performance you got on android flagship.If you need tha Apple logo then you go for it.READ MORE",0.3716,Positive
2004,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,Must buy!READ MORE,0.0,Neutral
2005,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Ys varry different other android mobileREAD MORE,0.0,Neutral
2007,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,It is a very good productREAD MORE,0.4927,Positive
2008,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Nice deal FlipkartREAD MORE,0.4215,Positive
2010,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,Very goodREAD MORE,0.0,Neutral
2011,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Just a single problem that is slow charging speed otherwise everything is perfectREAD MORE,-0.4019,Negative
2013,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Very good dealREAD MORE,0.4927,Positive
2014,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Delightful,Feels smooth not much difference to iphone 13READ MORE,0.0,Neutral
2016,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Amazing got what was expected !READ MORE,0.5859,Positive
2017,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Loved it ☺️READ MORE,0.5994,Positive
2018,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Does the job,"The best phone i have ever used in my life, ios 17 update is cool, with many new featuresREAD MORE",0.7579,Positive
2019,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Great product,All rounder best phone👌READ MORE,0.6369,Positive
2020,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Best  in best price 🩵❤️❤️❤️❤️thank you flipkartREAD MORE,0.8979,Positive
2023,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Highly recommended,Great phoneREAD MORE,0.6249,Positive
2024,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Super worth for moneyREAD MORE,0.7003,Positive
2025,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Awesome,Go for itREAD MORE,0.0,Neutral
2027,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Best phone in all model of iPhoneREAD MORE,0.6369,Positive
2028,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Wonderful,Got on A perfect deal and loving it.!READ MORE,0.8225,Positive
2029,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,Just WOW productREAD MORE,0.5859,Positive
2031,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just okay,Best mobile phoneREAD MORE,0.6369,Positive
2033,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Super!,Good to go guys.READ MORE,0.4404,Positive
2034,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,Awesome camera i am very happyREAD MORE,0.6249,Positive
2035,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Very Good,Nice ExperienceREAD MORE,0.4215,Positive
2036,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,Apple is apple we are happy for getting very low price thanks flipkartREAD MORE,0.6674,Positive
2037,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,I love this performance and designREAD MORE,0.6369,Positive
2039,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,Best phone in the worldREAD MORE,0.6369,Positive
2040,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Good,Battery heats too muchREAD MORE,0.0,Neutral
2041,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,Too Good ProductREAD MORE,0.4404,Positive
2043,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Horrible,Could not compit samsung phoneREAD MORE,0.0,Neutral
2044,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Wonderful,so nice goodREAD MORE,0.4754,Positive
2046,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Very goodREAD MORE,0.0,Neutral
2047,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good quality product,"Best camera in this segment, best performance, best design, only battery is average but it lasts for one day.If you like iOS then go for it Otherwise you go for pixel.READ MORE",0.8765,Positive
2048,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Excellent,"Best phone under 55k with super camera, performance, and 5g support and if you like Apple ecosystems go for it. It is worth it 👌READ MORE",0.9349,Positive
2050,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Perfect product!,Very good battery backup and overall performance is very good.READ MORE,0.4927,Positive
2052,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Simply awesome,Fully satisfied with price and a device performanceREAD MORE,0.4754,Positive
2053,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Brilliant,This is best camera and averall performance is bestREAD MORE,0.6369,Positive
2055,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Awesome,Super mobileREAD MORE,0.5994,Positive
2060,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,it's too awesome....READ MORE,0.0,Neutral
2061,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific purchase,"I don't need to praise it, Apple is a diamond in itself.READ MORE",-0.1341,Neutral
2062,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Just wow!,"Good phone with nice looks , built quality, and sound. Battery is average , a little bit heating problem is there and as a android user selfie camera picture does not goes well with me😀READ MORE",0.3506,Positive
2065,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Mind-blowing purchase,Very good conditionREAD MORE,0.4927,Positive
2066,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Worth every penny,So beautiful 🤩READ MORE,0.6361,Positive
2067,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Best in the market!,Super picREAD MORE,0.5994,Positive
2068,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",1,Not recommended at all,"Mobile is super heating while charging and sometimes while  using, bought because of lowest price but didn't not worth itREAD MORE",0.3376,Positive
2069,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Terrific,"Value fot Money, Good Battery Backup and Best CameraREAD MORE",0.8591,Positive
2070,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",5,Fabulous!,No word just awesome 👌READ MORE,0.4404,Positive
2071,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",4,Good choice,Nice productREAD MORE,0.4215,Positive
2072,"<div class=""_2s4DIt _1CDdy2"">APPLE iPhone 14 (Blue, 128 GB) Reviews</div>",3,Decent product,Fadu phone ✌🏻READ MORE,0.0,Neutral
